Name,Address,Website,Plus-code,lat,lon
Star Car Wash - Westfield Bondi Junction P4,"Westfield Bondi Junction Shopping Centre,Level P4, Grafton St, Bondi Junction NSW 2022, Australia ",https://www.starcarwash.com.au/centres/bondi-junction-p4/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,"4752+96 Bondi Junction, New South Wales, Australia",-33.8915695,151.2505012
Star Car Wash - Westfield Bondi Junction R1,"Pink Car Park, Westfield, Level R1 Hollywood Ave, Bondi Junction NSW 2022, Australia ",https://www.starcarwash.com.au/centres/bondi-junction-r1/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,"4742+MH Bondi Junction, New South Wales, Australia",-33.8933275,151.2513982
Star Car Wash - Eastgate Bondi Junction,"Eastgate Shopping Centre, 71/73 Spring St, Bondi Junction NSW 2022, Australia ",https://www.starcarwash.com.au/centres/eastgate/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,"464X+R5 Bondi Junction, New South Wales, Australia",-33.8929308,151.2479729
Crystal Car Wash Bondi,"57 Curlewis St, Bondi Beach NSW 2026, Australia ",http://crystalcarwash.com/,"477C+94 Bondi Beach, New South Wales, Australia",-33.8865484,151.2703715
Jim's Car Detailing Randwick,"Unit 12/125 Old South Head Rd, Bondi Junction NSW 2022, Australia ",https://www.cardetailing.com.au/,"4764+29 Bondi Junction, New South Wales, Australia",-33.889883,151.2559108
