Name,Address,Website,Plus-code,lat,lon
getneat Mobile Car Wash North Shore,"2 Spruson St, Neutral Bay NSW 2089, Australia ",https://getneat.com.au/,"5668+97 Neutral Bay, New South Wales, Australia",-33.8390645,151.2157286
Crystal Car Wash Mosman,"612 Military Rd, Mosman NSW 2088, Australia ",http://crystalcarwash.com/,"56GQ+9G Mosman, New South Wales, Australia",-33.82411,151.238837
Car Wash,"Neutral Bay NSW 2089, Australia ",,"56C8+8J Neutral Bay, New South Wales, Australia",-33.8292001,151.2165529
Ampol Foodary Neutral Bay,"16-38, Military Rd, Neutral Bay NSW 2089, Australia ",https://locations.ampol.com.au/en/ampol-foodary-neutral-bay,"56C8+9G Neutral Bay, New South Wales, Australia",-33.8291129,151.2163003
Crystal Car Wash Northbridge,"75 Sailors Bay Rd, Northbridge NSW 2063, Australia ",http://crystalcarwash.com/,"56Q5+W3 Northbridge, New South Wales, Australia",-33.8101596,151.2077034
Prior Avenue Car Wash,"Prior Ave, Cremorne Point NSW 2090, Australia ",,"566G+Q3 Cremorne Point, New South Wales, Australia",-33.8380197,151.2252299
