name,lat,lon,address,website,contact:website,contact:phone,opening_hours,operator,brand
"Unnamed (-37.6591, 145.0758)",-37.6591397,145.0757631,"Plenty Road, Mill Park, Melbourne, City of Whittlesea, Victoria, 3032, Australia",,,,,,
We Wash U Shop,-38.3625665,144.8927468,"We Wash U Shop, Hope Street, Rosebud, Melbourne, Shire of Mornington Peninsula, Victoria, 3939, Australia",,,,,,
"Unnamed (-37.9186, 145.0420)",-37.9186435,145.0419685,"473A, Centre Road, Bentleigh, Melbourne, City of Glen Eira, Victoria, 3204, Australia",,,,,,
Coles Express Car Wash,-37.8999523,145.2340024,"Coles Express Car Wash, Stud Road Trail, Knoxfield, Melbourne, City of Knox, Victoria, 3180, Australia",,,,,,
Dirty Dog's Car Wash,28.0790736,-80.6219527,"Dirty Dog's Car Wash, New Haven Avenue, Melbourne, Brevard County, Florida, 32901, United States",,,,,,
Sparklers Car Wash,-37.8170744,145.1527388,"Sparklers Car Wash, 131, Whitehorse Road, Blackburn, Melbourne, City of Whitehorse, Victoria, 3130, Australia",,,,,,
Autobrite Car Wash,-37.788412,145.1583916,"Doncaster Road, Doncaster East, Melbourne, City of Manningham, Victoria, 3109, Australia",,,,24/7,Dodge Family Office,
"Unnamed (-37.8987, 145.2214)",-37.898694,145.2213954,"Cathies Lane, Scoresby, Melbourne, City of Knox, Victoria, 3179, Australia",,,,,,
Sparkle n Go,-37.758173,144.7910192,"Sparkle n Go, Cairnlea Drive, Cairnlea, Melbourne, City of Brimbank, Victoria, 3023, Australia",,,,,,
Werribee Carwash,-37.8962604,144.6388245,"Werribee Carwash, 100, Ballan Road, Werribee, Melbourne, City of Wyndham, Victoria, 3030, Australia",,,,,,
Get Washed,-37.7220047,144.9760633,"Get Washed, 201, Newlands Road, Coburg North, Melbourne, City of Merri-bek, Victoria, 3058, Australia",,,,24/7,,
"Unnamed (-37.7221, 144.9760)",-37.7221093,144.9759831,"Get Washed, 201, Newlands Road, Coburg North, Melbourne, City of Merri-bek, Victoria, 3058, Australia",,,,,,
"Unnamed (-37.7025, 144.5656)",-37.7025029,144.5656117,"Brooklyn Road, Melton South, Melbourne, City of Melton, Victoria, 3338, Australia",,,,,,
"Unnamed (-37.8824, 145.2748)",-37.8823539,145.2747634,"Burwood Highway, Ferntree Gully, Melbourne, City of Knox, Victoria, 3156, Australia",,,,,,
"Unnamed (-37.8825, 145.2747)",-37.8825296,145.274684,"Burwood Highway, Ferntree Gully, Melbourne, City of Knox, Victoria, 3156, Australia",,,,,,
BP,-37.8761486,145.2323486,"BP, Stud Road Trail, Wantirna South, Melbourne, City of Knox, Victoria, 3152, Australia",,,,,,BP
"Unnamed (-37.8764, 145.2220)",-37.8764355,145.2219961,"High Street Road, Wantirna South, Melbourne, City of Knox, Victoria, 3152, Australia",,,,,,
"Unnamed (-37.8763, 145.2221)",-37.8763084,145.2221275,"Bemboka Court, Wantirna South, Melbourne, City of Knox, Victoria, 3152, Australia",,,,,,
Elite Car Wash,-37.8683891,144.8285684,"Elite Car Wash, Blyth Street, Altona, Melbourne, City of Hobsons Bay, Victoria, 3018, Australia",,,,,,
"Unnamed (-37.9751, 145.2624)",-37.9750631,145.262421,"United, Heatherton Road, Endeavour Hills, Melbourne, City of Casey, Victoria, 3802, Australia",,,,,,
"Unnamed (-38.1030, 145.1965)",-38.1029696,145.1964529,"Hall Road, Carrum Downs, Melbourne, City of Frankston, Victoria, 3201, Australia",,,,,,
